id,m_escape_flicking_map_id,x,y,type
1360,2,28,41,5
1361,2,28,42,5
1362,2,28,43,5
1363,2,28,46,5
1364,2,28,49,5
1365,2,28,52,5
1366,2,28,55,5
1367,2,28,58,5
1368,2,29,1,5
1369,2,29,4,5
1370,2,29,7,5
1371,2,29,10,5
1372,2,29,28,5
1373,2,29,31,5
1374,2,29,49,5
1375,2,29,52,5
1376,2,29,55,5
1377,2,29,58,5
1378,2,30,1,5
1379,2,30,4,5
1380,2,30,7,5
1381,2,30,10,5
1382,2,30,28,5
1383,2,30,31,5
1384,2,30,49,5
1385,2,30,52,5
1386,2,30,55,5
1387,2,30,58,5
1388,2,31,1,5
1389,2,31,4,5
1390,2,31,7,5
1391,2,31,10,5
1392,2,31,13,5
1393,2,31,14,5
1394,2,31,15,5
1395,2,31,16,5
1396,2,31,17,5
1397,2,31,18,5
1398,2,31,19,5
1399,2,31,20,5
1400,2,31,21,5
1401,2,31,22,5
1402,2,31,23,5
1403,2,31,24,5
1404,2,31,25,5
1405,2,31,28,5
1406,2,31,31,5
1407,2,31,34,5
1408,2,31,35,5
1409,2,31,36,5
1410,2,31,37,5
1411,2,31,38,5
1412,2,31,39,5
1413,2,31,40,5
1414,2,31,41,5
1415,2,31,42,5
1416,2,31,43,5
1417,2,31,44,5
1418,2,31,45,5
1419,2,31,46,5
1420,2,31,49,5
1421,2,31,52,5
1422,2,31,55,5
1423,2,31,58,5
1424,2,32,1,5
1425,2,32,7,5
1426,2,32,28,5
1427,2,32,31,5
1428,2,32,52,5
1429,2,32,58,5
1430,2,33,1,5
1431,2,33,7,5
1432,2,33,28,5
1433,2,33,31,5
1434,2,33,52,5
1435,2,33,58,5
1436,2,34,1,5
1437,2,34,4,5
1438,2,34,5,5
1439,2,34,6,5
1440,2,34,7,5
1441,2,34,10,5
1442,2,34,11,5
1443,2,34,12,5
1444,2,34,13,5
1445,2,34,14,5
1446,2,34,15,5
1447,2,34,16,5
1448,2,34,19,5
1449,2,34,22,5
1450,2,34,23,5
1451,2,34,24,5
1452,2,34,25,5
1453,2,34,26,5
1454,2,34,27,5
1455,2,34,28,5
1456,2,34,31,5
1457,2,34,32,5
1458,2,34,33,5
1459,2,34,34,5
1460,2,34,35,5
1461,2,34,36,5
1462,2,34,37,5
1463,2,34,40,5
1464,2,34,43,5
1465,2,34,44,5
1466,2,34,45,5
1467,2,34,46,5
1468,2,34,47,5
1469,2,34,48,5
1470,2,34,49,5
1471,2,34,52,5
1472,2,34,53,5
1473,2,34,54,5
1474,2,34,55,5
1475,2,34,58,5
1476,2,35,1,5
1477,2,35,19,5
1478,2,35,40,5
1479,2,35,58,5
1480,2,36,1,5
1481,2,36,19,5
1482,2,36,40,5
1483,2,36,58,5
1484,2,37,1,5
1485,2,37,2,5
1486,2,37,3,5
1487,2,37,4,5
1488,2,37,5,5
1489,2,37,6,5
1490,2,37,7,5
1491,2,37,8,9
1492,2,37,9,9
1493,2,37,10,5
1494,2,37,11,5
1495,2,37,12,5
1496,2,37,13,5
1497,2,37,14,5
1498,2,37,15,5
1499,2,37,16,5
1500,2,37,17,5
1501,2,37,18,5
1502,2,37,19,5
1503,2,37,20,5
1504,2,37,21,5
1505,2,37,22,5
1506,2,37,23,5
1507,2,37,24,5
1508,2,37,25,5
1509,2,37,26,5
1510,2,37,27,5
1511,2,37,28,5
1512,2,37,29,5
1513,2,37,30,5
1514,2,37,31,5
1515,2,37,32,5
1516,2,37,33,5
1517,2,37,34,5
1518,2,37,35,5
1519,2,37,36,5
1520,2,37,37,5
1521,2,37,38,5
1522,2,37,39,5
1523,2,37,40,5
1524,2,37,41,5
1525,2,37,42,5
1526,2,37,43,5
1527,2,37,44,5
1528,2,37,45,5
1529,2,37,46,5
1530,2,37,47,5
1531,2,37,48,5
1532,2,37,49,5
1533,2,37,50,9
1534,2,37,51,9
1535,2,37,52,5
1536,2,37,53,5
1537,2,37,54,5
1538,2,37,55,5
1539,2,37,56,5
1540,2,37,57,5
1541,2,37,58,5
1542,3,1,1,7
1543,3,1,2,7
1544,3,1,3,7
1545,3,1,4,7
1546,3,1,5,7
1547,3,1,6,7
1548,3,1,7,7
1549,3,1,8,9
1550,3,1,9,9
1551,3,1,10,7
1552,3,1,11,7
1553,3,1,12,7
1554,3,1,13,7
1555,3,1,14,7
1556,3,1,15,7
1557,3,1,16,7
1558,3,1,17,7
1559,3,1,18,7
1560,3,1,19,7
1561,3,1,20,7
1562,3,1,21,7
1563,3,1,22,7
1564,3,1,23,7
1565,3,1,24,7
1566,3,1,25,7
1567,3,1,26,7
1568,3,1,27,7
1569,3,1,28,7
1570,3,1,29,7
1571,3,1,30,7
1572,3,1,31,7
1573,3,1,32,7
1574,3,1,33,7
1575,3,1,34,7
1576,3,1,35,7
1577,3,1,36,7
1578,3,1,37,7
1579,3,1,38,7
1580,3,1,39,7
1581,3,1,40,7
1582,3,1,41,7
1583,3,1,42,7
1584,3,1,43,7
1585,3,1,44,7
1586,3,1,45,7
1587,3,1,46,7
1588,3,1,47,7
1589,3,1,48,7
1590,3,1,49,7
1591,3,1,50,9
1592,3,1,51,9
1593,3,1,52,7
1594,3,1,53,7
1595,3,1,54,7
1596,3,1,55,7
1597,3,1,56,7
1598,3,1,57,7
1599,3,1,58,7
1600,3,2,1,7
1601,3,2,19,7
1602,3,2,43,7
1603,3,2,58,7
1604,3,3,1,7
1605,3,3,19,7
1606,3,3,43,7
1607,3,3,58,7
1608,3,4,1,7
1609,3,4,4,7
1610,3,4,7,7
1611,3,4,8,7
1612,3,4,9,7
1613,3,4,10,7
1614,3,4,13,7
1615,3,4,14,7
1616,3,4,15,7
1617,3,4,16,7
1618,3,4,19,7
1619,3,4,22,7
1620,3,4,23,7
1621,3,4,24,7
1622,3,4,25,7
1623,3,4,26,7
1624,3,4,27,7
1625,3,4,28,7
1626,3,4,29,7
1627,3,4,30,7
1628,3,4,31,7
1629,3,4,34,7
1630,3,4,35,7
1631,3,4,36,7
1632,3,4,37,7
1633,3,4,38,7
1634,3,4,39,7
1635,3,4,40,7
1636,3,4,43,7
1637,3,4,46,7
1638,3,4,49,7
1639,3,4,50,7
1640,3,4,51,7
1641,3,4,52,7
1642,3,4,53,7
1643,3,4,54,7
1644,3,4,55,7
1645,3,4,58,7
1646,3,5,1,7
1647,3,5,4,7
1648,3,5,16,7
1649,3,5,34,7
1650,3,5,46,7
1651,3,5,58,7
1652,3,6,1,7
1653,3,6,4,7
1654,3,6,16,7
1655,3,6,34,7
1656,3,6,46,7
1657,3,6,58,7
1658,3,7,1,7
1659,3,7,4,7
1660,3,7,5,7
1661,3,7,6,7
1662,3,7,7,7
1663,3,7,8,7
1664,3,7,9,7
1665,3,7,10,7
1666,3,7,11,7
1667,3,7,12,7
1668,3,7,13,7
1669,3,7,16,7
1670,3,7,17,7
1671,3,7,18,7
1672,3,7,19,7
1673,3,7,20,7
1674,3,7,21,7
1675,3,7,22,7
1676,3,7,23,7
1677,3,7,24,7
1678,3,7,25,7
1679,3,7,28,7
1680,3,7,29,7
1681,3,7,30,7
1682,3,7,31,7
1683,3,7,32,7
1684,3,7,33,7
1685,3,7,34,7
1686,3,7,37,7
1687,3,7,38,7
1688,3,7,39,7
1689,3,7,40,7
1690,3,7,41,7
1691,3,7,42,7
1692,3,7,43,7
1693,3,7,46,7
1694,3,7,47,7
1695,3,7,48,7
1696,3,7,49,7
1697,3,7,50,7
1698,3,7,51,7
1699,3,7,52,7
1700,3,7,55,7
1701,3,7,56,7
1702,3,7,57,7
1703,3,7,58,7
1704,3,8,1,7
1705,3,8,43,7
1706,3,8,49,7
1707,3,8,58,7
1708,3,9,1,7
1709,3,9,43,7
1710,3,9,49,7
1711,3,9,58,7
1712,3,10,1,7
1713,3,10,4,1
1714,3,10,5,1
1715,3,10,6,1
1716,3,10,7,1
1717,3,10,8,1
1718,3,10,9,1
1719,3,10,10,1
1720,3,10,13,2
1721,3,10,14,2
1722,3,10,15,2
1723,3,10,16,2
1724,3,10,17,2
1725,3,10,18,2
1726,3,10,19,2
1727,3,10,22,3
1728,3,10,23,3
1729,3,10,24,3
1730,3,10,25,3
1731,3,10,26,3
1732,3,10,27,3
1733,3,10,28,3
1734,3,10,31,4
1735,3,10,32,4
1736,3,10,33,4
1737,3,10,34,4
1738,3,10,35,4
1739,3,10,36,4
1740,3,10,37,4
1741,3,10,40,5
1742,3,10,43,7
1743,3,10,46,5
1744,3,10,49,7
1745,3,10,52,6
1746,3,10,55,7
1747,3,10,58,7
1748,3,11,1,7
1749,3,11,4,1
1750,3,11,5,8
1751,3,11,6,8
1752,3,11,7,8
1753,3,11,8,8
1754,3,11,9,8
1755,3,11,10,1
1756,3,11,13,2
1757,3,11,14,8
1758,3,11,15,8
1759,3,11,16,8
1760,3,11,17,8
1761,3,11,18,8
1762,3,11,19,2
1763,3,11,22,3
1764,3,11,23,8
1765,3,11,24,8
1766,3,11,25,8
1767,3,11,26,8
1768,3,11,27,8
1769,3,11,28,3
1770,3,11,34,4
1771,3,11,40,5
1772,3,11,43,7
1773,3,11,46,5
1774,3,11,52,6
1775,3,11,55,7
1776,3,11,58,7
1777,3,12,1,7
1778,3,12,4,1
1779,3,12,5,8
1780,3,12,6,8
1781,3,12,7,8
1782,3,12,8,8
1783,3,12,9,8
1784,3,12,10,1
1785,3,12,13,2
1786,3,12,14,8
1787,3,12,15,8
1788,3,12,16,8
1789,3,12,17,8
1790,3,12,18,8
1791,3,12,19,2
1792,3,12,22,3
1793,3,12,23,8
1794,3,12,24,8
1795,3,12,25,8
1796,3,12,26,8
1797,3,12,27,8
1798,3,12,28,3
1799,3,12,34,4
1800,3,12,40,5
1801,3,12,43,7
1802,3,12,46,5
1803,3,12,52,6
1804,3,12,55,7
1805,3,12,58,7
1806,3,13,1,7
1807,3,13,4,1
1808,3,13,5,8
1809,3,13,6,8
1810,3,13,7,8
1811,3,13,8,8
1812,3,13,9,8
1813,3,13,10,1
1814,3,13,13,2
1815,3,13,14,8
1816,3,13,15,8
1817,3,13,16,8
1818,3,13,17,8
1819,3,13,18,8
1820,3,13,19,2
1821,3,13,22,3
1822,3,13,23,8
1823,3,13,24,8
1824,3,13,25,8
1825,3,13,26,8
1826,3,13,27,8
1827,3,13,28,3
1828,3,13,31,7
1829,3,13,34,4
1830,3,13,37,7
1831,3,13,40,5
1832,3,13,43,7
1833,3,13,46,5
1834,3,13,49,7
1835,3,13,52,6
1836,3,13,55,7
1837,3,13,58,7
1838,3,14,1,7
1839,3,14,4,1
1840,3,14,5,8
1841,3,14,6,8
1842,3,14,7,8
1843,3,14,8,8
1844,3,14,9,8
1845,3,14,10,1
1846,3,14,13,2
1847,3,14,14,8
1848,3,14,15,8
1849,3,14,16,8
1850,3,14,17,8
1851,3,14,18,8
1852,3,14,19,2
1853,3,14,22,3
1854,3,14,23,8
1855,3,14,24,8
1856,3,14,25,8
1857,3,14,26,8
1858,3,14,27,8
1859,3,14,28,3
1860,3,14,31,7
1861,3,14,34,4
1862,3,14,37,7
1863,3,14,40,5
1864,3,14,46,5
1865,3,14,49,7
1866,3,14,52,6
1867,3,14,55,7
1868,3,14,58,7
1869,3,15,1,7
1870,3,15,4,1
1871,3,15,5,8
1872,3,15,6,8
1873,3,15,7,8
1874,3,15,8,8
1875,3,15,9,8
1876,3,15,10,1
1877,3,15,13,2
1878,3,15,14,8
1879,3,15,15,8
1880,3,15,16,8
1881,3,15,17,8
1882,3,15,18,8
1883,3,15,19,2
1884,3,15,22,3
1885,3,15,23,8
1886,3,15,24,8
1887,3,15,25,8
1888,3,15,26,8
1889,3,15,27,8
1890,3,15,28,3
1891,3,15,31,7
1892,3,15,34,4
1893,3,15,37,7
1894,3,15,40,5
1895,3,15,46,5
1896,3,15,49,7
1897,3,15,52,6
1898,3,15,55,7
1899,3,15,58,7
1900,3,16,1,7
1901,3,16,4,1
1902,3,16,5,8
1903,3,16,6,8
1904,3,16,7,8
1905,3,16,8,8
1906,3,16,9,8
1907,3,16,10,1
1908,3,16,13,2
1909,3,16,14,8
1910,3,16,15,8
1911,3,16,16,8
1912,3,16,17,8
1913,3,16,18,8
1914,3,16,19,2
1915,3,16,22,3
1916,3,16,23,8
1917,3,16,24,8
1918,3,16,25,8
1919,3,16,26,8
1920,3,16,27,8
1921,3,16,28,3
1922,3,16,31,7
1923,3,16,34,4
1924,3,16,37,7
1925,3,16,40,5
1926,3,16,41,5
1927,3,16,42,5
1928,3,16,43,5
1929,3,16,44,5
1930,3,16,45,5
1931,3,16,46,5
1932,3,16,49,7
1933,3,16,52,6
1934,3,16,55,7
1935,3,16,58,7
1936,3,17,1,7
1937,3,17,4,1
1938,3,17,5,8
1939,3,17,6,8
1940,3,17,7,8
1941,3,17,8,8
1942,3,17,9,8
1943,3,17,10,1
1944,3,17,13,2
1945,3,17,14,8
1946,3,17,15,8
1947,3,17,16,8
1948,3,17,17,8
1949,3,17,18,8
1950,3,17,19,2
1951,3,17,22,3
1952,3,17,23,8
1953,3,17,24,8
1954,3,17,25,8
1955,3,17,26,8
1956,3,17,27,8
1957,3,17,28,3
1958,3,17,31,7
1959,3,17,34,4
1960,3,17,37,7
1961,3,17,43,5
1962,3,17,49,7
1963,3,17,52,6
1964,3,17,58,7
1965,3,18,1,7
1966,3,18,4,1
1967,3,18,5,8
1968,3,18,6,8
1969,3,18,7,8
1970,3,18,8,8
1971,3,18,9,8
1972,3,18,10,1
1973,3,18,13,2
1974,3,18,14,8
1975,3,18,15,8
1976,3,18,16,8
1977,3,18,17,8
1978,3,18,18,8
1979,3,18,19,2
1980,3,18,22,3
1981,3,18,23,8
1982,3,18,24,8
1983,3,18,25,8
1984,3,18,26,8
1985,3,18,27,8
1986,3,18,28,3
1987,3,18,31,7
1988,3,18,34,4
1989,3,18,37,7
1990,3,18,43,5
1991,3,18,49,7
1992,3,18,52,6
1993,3,18,58,7
1994,3,19,1,7
1995,3,19,4,1
1996,3,19,5,1
1997,3,19,6,1
1998,3,19,7,1
1999,3,19,8,1
2000,3,19,9,1
2001,3,19,10,1
2002,3,19,13,2
2003,3,19,14,2
2004,3,19,15,2
2005,3,19,16,2
2006,3,19,17,2
2007,3,19,18,2
2008,3,19,19,2
2009,3,19,22,3
2010,3,19,23,3
2011,3,19,24,3
2012,3,19,25,3
2013,3,19,26,3
2014,3,19,27,3
2015,3,19,28,3
2016,3,19,31,7
2017,3,19,34,4
2018,3,19,37,7
2019,3,19,38,7
2020,3,19,39,7
2021,3,19,40,7
2022,3,19,43,5
2023,3,19,46,7
2024,3,19,47,7
2025,3,19,48,7
2026,3,19,49,7
2027,3,19,52,6
2028,3,19,55,7
2029,3,19,58,7
2030,3,20,1,7
2031,3,20,4,1
2032,3,20,13,2
2033,3,20,19,2
2034,3,20,25,3
2035,3,20,31,7
2036,3,20,34,4
2037,3,20,40,7
2038,3,20,43,5
2039,3,20,46,7
2040,3,20,52,6
2041,3,20,55,7
2042,3,20,58,7
2043,3,21,1,7
2044,3,21,4,1
2045,3,21,13,2
2046,3,21,19,2
2047,3,21,25,3
2048,3,21,31,7
2049,3,21,34,4
2050,3,21,40,7
2051,3,21,43,5
2052,3,21,46,7
2053,3,21,52,6
2054,3,21,55,7
2055,3,21,58,7
2056,3,22,1,7
2057,3,22,4,1
2058,3,22,7,7
2059,3,22,8,7
2060,3,22,9,7
2061,3,22,10,7
2062,3,22,13,2
2063,3,22,16,7
2064,3,22,19,2
2065,3,22,22,3
2066,3,22,25,3
2067,3,22,28,7
2068,3,22,29,7
2069,3,22,30,7
2070,3,22,31,7
2071,3,22,34,4
2072,3,22,37,7
2073,3,22,40,7
2074,3,22,43,5
2075,3,22,46,7
2076,3,22,49,7
2077,3,22,52,6
2078,3,22,55,7
2079,3,22,58,7
2080,3,23,1,7
2081,3,23,4,1
2082,3,23,10,7
2083,3,23,13,2
2084,3,23,16,7
2085,3,23,19,2
2086,3,23,22,3
2087,3,23,25,3
2088,3,23,31,7
2089,3,23,34,4
2090,3,23,37,7
2091,3,23,43,5
2092,3,23,49,7
2093,3,23,55,7
2094,3,23,58,7
2095,3,24,1,7
2096,3,24,4,1
2097,3,24,10,7
2098,3,24,13,2
2099,3,24,16,7
2100,3,24,19,2
2101,3,24,22,3
2102,3,24,25,3
2103,3,24,31,7
2104,3,24,34,4
2105,3,24,37,7
2106,3,24,43,5
2107,3,24,49,7
2108,3,24,55,7
2109,3,24,58,7
2110,3,25,1,7
2111,3,25,4,1
2112,3,25,7,7
2113,3,25,10,7
2114,3,25,13,2
2115,3,25,16,7
2116,3,25,19,2
2117,3,25,22,3
2118,3,25,25,3
2119,3,25,26,3
2120,3,25,27,3
2121,3,25,28,3
2122,3,25,31,7
2123,3,25,34,4
2124,3,25,37,7
2125,3,25,40,7
2126,3,25,43,5
2127,3,25,46,7
2128,3,25,47,7
2129,3,25,48,7
2130,3,25,49,7
2131,3,25,52,6
2132,3,25,55,7
2133,3,25,58,7
2134,3,26,1,7
2135,3,26,4,1
2136,3,26,7,7
2137,3,26,13,2
2138,3,26,16,7
2139,3,26,19,2
2140,3,26,22,3
2141,3,26,28,3
2142,3,26,31,7
2143,3,26,34,4
2144,3,26,37,7
2145,3,26,40,7
2146,3,26,43,5
2147,3,26,46,7
2148,3,26,52,6
2149,3,26,55,7
2150,3,26,58,7
2151,3,27,1,7
2152,3,27,4,1
2153,3,27,7,7
2154,3,27,13,2
2155,3,27,16,7
2156,3,27,19,2
2157,3,27,22,3
2158,3,27,28,3
2159,3,27,31,7
2160,3,27,34,4
2161,3,27,37,7
2162,3,27,40,7
2163,3,27,43,5
2164,3,27,46,7
2165,3,27,52,6
2166,3,27,55,7
2167,3,27,58,7
2168,3,28,1,7
2169,3,28,4,1
2170,3,28,7,7
2171,3,28,8,7
2172,3,28,9,7
2173,3,28,10,7
2174,3,28,13,2
2175,3,28,16,7
2176,3,28,19,2
2177,3,28,22,3
2178,3,28,25,7
2179,3,28,28,3
2180,3,28,31,7
2181,3,28,34,4
2182,3,28,37,7
2183,3,28,40,7
2184,3,28,43,5
2185,3,28,46,7
2186,3,28,49,7
2187,3,28,52,6
2188,3,28,55,7
2189,3,28,58,7
2190,3,29,1,7
2191,3,29,10,7
2192,3,29,16,7
2193,3,29,25,7
2194,3,29,31,7
2195,3,29,40,7
2196,3,29,49,7
2197,3,29,55,7
2198,3,29,58,7
2199,3,30,1,7
2200,3,30,10,7
2201,3,30,16,7
2202,3,30,25,7
2203,3,30,31,7
2204,3,30,40,7
2205,3,30,49,7
2206,3,30,55,7
2207,3,30,58,7
2208,3,31,1,7
2209,3,31,2,7
2210,3,31,3,7
2211,3,31,4,7
2212,3,31,5,7
2213,3,31,6,7
2214,3,31,7,7
2215,3,31,10,7
2216,3,31,11,7
2217,3,31,12,7
2218,3,31,13,7
2219,3,31,16,7
2220,3,31,17,7
2221,3,31,18,7
2222,3,31,19,7
2223,3,31,20,7
2224,3,31,21,7
2225,3,31,22,7
2226,3,31,23,7
2227,3,31,24,7
2228,3,31,25,7
2229,3,31,28,7
2230,3,31,31,7
2231,3,31,34,7
2232,3,31,35,7
2233,3,31,36,7
2234,3,31,37,7
2235,3,31,38,7
2236,3,31,39,7
2237,3,31,40,7
2238,3,31,41,7
2239,3,31,42,7
2240,3,31,43,7
2241,3,31,44,7
2242,3,31,45,7
2243,3,31,46,7
2244,3,31,49,7
2245,3,31,52,7
2246,3,31,53,7
2247,3,31,54,7
2248,3,31,55,7
2249,3,31,58,7
2250,3,32,1,7
2251,3,32,28,7
2252,3,32,31,7
2253,3,32,49,7
2254,3,32,58,7
2255,3,33,1,7
2256,3,33,28,7
2257,3,33,31,7
2258,3,33,49,7
2259,3,33,58,7
2260,3,34,1,7
2261,3,34,4,7
2262,3,34,5,7
2263,3,34,6,7
2264,3,34,7,7
2265,3,34,8,7
2266,3,34,9,7
2267,3,34,10,7
2268,3,34,11,7
2269,3,34,12,7
2270,3,34,13,7
2271,3,34,14,7
2272,3,34,15,7
2273,3,34,16,7
2274,3,34,19,7
2275,3,34,22,7
2276,3,34,23,7
2277,3,34,24,7
2278,3,34,25,7
2279,3,34,26,7
2280,3,34,27,7
2281,3,34,28,7
2282,3,34,31,7
2283,3,34,32,7
2284,3,34,33,7
2285,3,34,34,7
2286,3,34,35,7
2287,3,34,36,7
2288,3,34,37,7
2289,3,34,40,7
2290,3,34,43,7
2291,3,34,44,7
2292,3,34,45,7
2293,3,34,46,7
2294,3,34,47,7
2295,3,34,48,7
2296,3,34,49,7
2297,3,34,50,7
2298,3,34,51,7
2299,3,34,52,7
2300,3,34,53,7
2301,3,34,54,7
2302,3,34,55,7
2303,3,34,58,7
2304,3,35,1,7
2305,3,35,19,7
2306,3,35,40,7
2307,3,35,58,7
2308,3,36,1,7
2309,3,36,19,7
2310,3,36,40,7
2311,3,36,58,7
2312,3,37,1,7
2313,3,37,2,7
2314,3,37,3,7
2315,3,37,4,7
2316,3,37,5,7
2317,3,37,6,7
2318,3,37,7,7
2319,3,37,8,9
2320,3,37,9,9
2321,3,37,10,7
2322,3,37,11,7
2323,3,37,12,7
2324,3,37,13,7
2325,3,37,14,7
2326,3,37,15,7
2327,3,37,16,7
2328,3,37,17,7
2329,3,37,18,7
2330,3,37,19,7
2331,3,37,20,7
2332,3,37,21,7
2333,3,37,22,7
2334,3,37,23,7
2335,3,37,24,7
2336,3,37,25,7
2337,3,37,26,7
2338,3,37,27,7
2339,3,37,28,7
2340,3,37,29,7
2341,3,37,30,7
2342,3,37,31,7
2343,3,37,32,7
2344,3,37,33,7
2345,3,37,34,7
2346,3,37,35,7
2347,3,37,36,7
2348,3,37,37,7
2349,3,37,38,7
2350,3,37,39,7
2351,3,37,40,7
2352,3,37,41,7
2353,3,37,42,7
2354,3,37,43,7
2355,3,37,44,7
2356,3,37,45,7
2357,3,37,46,7
2358,3,37,47,7
2359,3,37,48,7
2360,3,37,49,7
2361,3,37,50,9
2362,3,37,51,9
2363,3,37,52,7
2364,3,37,53,7
2365,3,37,54,7
2366,3,37,55,7
2367,3,37,56,7
2368,3,37,57,7
2369,3,37,58,7
2370,4,1,1,7
2371,4,1,2,7
2372,4,1,3,7
2373,4,1,4,7
2374,4,1,5,7
2375,4,1,6,7
2376,4,1,7,7
2377,4,1,8,9
2378,4,1,9,9
2379,4,1,10,7
2380,4,1,11,7
2381,4,1,12,7
2382,4,1,13,7
2383,4,1,14,7
2384,4,1,15,7
2385,4,1,16,7
2386,4,1,17,7
2387,4,1,18,7
2388,4,1,19,7
2389,4,1,20,7
2390,4,1,21,7
2391,4,1,22,7
2392,4,1,23,7
2393,4,1,24,7
2394,4,1,25,7
2395,4,1,26,7
2396,4,1,27,7
2397,4,1,28,7
2398,4,1,29,7
2399,4,1,30,7
2400,4,1,31,7
2401,4,1,32,7
2402,4,1,33,7
2403,4,1,34,7
2404,4,1,35,7
2405,4,1,36,7
2406,4,1,37,7
2407,4,1,38,7
2408,4,1,39,7
2409,4,1,40,7
2410,4,1,41,7
2411,4,1,42,7
2412,4,1,43,7
2413,4,1,44,7
2414,4,1,45,7
2415,4,1,46,7
2416,4,1,47,7
2417,4,1,48,7
2418,4,1,49,7
2419,4,1,50,9
2420,4,1,51,9
2421,4,1,52,7
2422,4,1,53,7
2423,4,1,54,7
2424,4,1,55,7
2425,4,1,56,7
2426,4,1,57,7
2427,4,1,58,7
2428,4,2,1,7
2429,4,2,37,7
2430,4,2,58,7
2431,4,3,1,7
2432,4,3,37,7
2433,4,3,58,7
2434,4,4,1,7
2435,4,4,4,7
2436,4,4,5,7
2437,4,4,6,7
2438,4,4,7,7
2439,4,4,10,1
2440,4,4,13,1
2441,4,4,14,1
2442,4,4,15,1
2443,4,4,16,1
2444,4,4,19,7
2445,4,4,20,7
2446,4,4,21,7
2447,4,4,22,7
2448,4,4,23,7
2449,4,4,24,7
2450,4,4,25,7
2451,4,4,28,3
2452,4,4,31,7
2453,4,4,32,7
2454,4,4,33,7
2455,4,4,34,7
2456,4,4,37,7
2457,4,4,40,7
2458,4,4,41,7
2459,4,4,42,7
2460,4,4,43,7
2461,4,4,46,5
2462,4,4,49,7
2463,4,4,50,7
2464,4,4,51,7
2465,4,4,52,7
2466,4,4,53,7
2467,4,4,54,7
2468,4,4,55,7
2469,4,4,58,7
2470,4,5,1,7
2471,4,5,10,1
2472,4,5,19,7
2473,4,5,28,3
2474,4,5,37,7
2475,4,5,46,5
2476,4,5,58,7
2477,4,6,1,7
2478,4,6,10,1
2479,4,6,19,7
2480,4,6,28,3
2481,4,6,37,7
2482,4,6,46,5
2483,4,6,58,7
2484,4,7,1,7
2485,4,7,4,1
2486,4,7,5,1
2487,4,7,6,1
2488,4,7,7,1
2489,4,7,10,1
2490,4,7,11,1
2491,4,7,12,1
2492,4,7,13,1
2493,4,7,14,1
2494,4,7,15,1
2495,4,7,16,1
2496,4,7,19,7
2497,4,7,22,3
2498,4,7,23,3
2499,4,7,24,3
2500,4,7,25,3
2501,4,7,26,3
2502,4,7,27,3
2503,4,7,28,3
2504,4,7,31,3
2505,4,7,32,3
2506,4,7,33,3
2507,4,7,34,3
2508,4,7,37,7
2509,4,7,40,5
2510,4,7,41,5
2511,4,7,42,5
2512,4,7,43,5
2513,4,7,44,5
2514,4,7,45,5
2515,4,7,46,5
2516,4,7,47,5
2517,4,7,48,5
2518,4,7,49,5
2519,4,7,50,5
2520,4,7,51,5
2521,4,7,52,5
2522,4,7,55,7
2523,4,7,56,7
2524,4,7,57,7
2525,4,7,58,7
2526,4,8,1,7
2527,4,8,10,1
2528,4,8,19,7
2529,4,8,28,3
2530,4,8,46,5
2531,4,8,58,7
2532,4,9,1,7
2533,4,9,10,1
2534,4,9,19,7
2535,4,9,28,3
2536,4,9,46,5
2537,4,9,58,7
2538,4,10,1,7
2539,4,10,4,1
2540,4,10,5,1
2541,4,10,6,1
2542,4,10,7,1
2543,4,10,8,1
2544,4,10,9,1
2545,4,10,10,1
2546,4,10,13,1
2547,4,10,14,1
2548,4,10,15,1
2549,4,10,16,1
2550,4,10,19,7
2551,4,10,22,3
2552,4,10,23,3
2553,4,10,24,3
2554,4,10,25,3
2555,4,10,28,3
2556,4,10,29,3
2557,4,10,30,3
2558,4,10,31,3
2559,4,10,32,3
2560,4,10,33,3
2561,4,10,34,3
2562,4,10,37,7
2563,4,10,38,7
2564,4,10,39,7
2565,4,10,40,7
2566,4,10,41,7
2567,4,10,42,7
2568,4,10,43,7
2569,4,10,46,5
2570,4,10,49,7
2571,4,10,52,7
2572,4,10,53,7
2573,4,10,54,7
2574,4,10,55,7
2575,4,10,58,7
2576,4,11,1,7
2577,4,11,4,1
2578,4,11,5,8
2579,4,11,6,8
2580,4,11,7,8
2581,4,11,8,8
2582,4,11,9,8
2583,4,11,10,1
2584,4,11,16,1
2585,4,11,28,3
2586,4,11,37,7
2587,4,11,46,5
2588,4,11,49,7
2589,4,11,55,7
2590,4,11,58,7
2591,4,12,1,7
2592,4,12,4,1
2593,4,12,5,8
2594,4,12,6,8
2595,4,12,7,8
2596,4,12,8,8
2597,4,12,9,8
2598,4,12,10,1
2599,4,12,16,1
2600,4,12,28,3
2601,4,12,37,7
2602,4,12,46,5
2603,4,12,49,7
2604,4,12,55,7
2605,4,12,58,7
2606,4,13,1,7
2607,4,13,4,1
2608,4,13,5,8
2609,4,13,6,8
2610,4,13,7,8
2611,4,13,8,8
2612,4,13,9,8
2613,4,13,10,1
2614,4,13,13,7
2615,4,13,16,1
2616,4,13,19,7
2617,4,13,22,3
2618,4,13,23,3
2619,4,13,24,3
2620,4,13,25,3
2621,4,13,26,3
2622,4,13,27,3
2623,4,13,28,3
2624,4,13,31,3
2625,4,13,32,3
2626,4,13,33,3
2627,4,13,34,3
2628,4,13,37,7
2629,4,13,40,5
